,일자,강수량(mm),기온_겨울,풍속(m/s),체감온도_겨울,기온_여름,습도(%rh),체감온도_여름
1432,21-12-03,0.4,-1.8,10.1,-5.5,0.0,0.0,0.0
1433,21-12-04,0.0,-2.7,7.9,-5.9,0.0,0.0,0.0
1434,21-12-05,0.0,-2.3,9.4,-5.9,0.0,0.0,0.0
1435,21-12-06,0.0,-0.6,10.1,-4.1,0.0,0.0,0.0
1436,21-12-07,0.0,3.1,8.3,0.8,0.0,0.0,0.0
1437,21-12-08,0.0,2.0,10.1,-0.9,0.0,0.0,0.0
1438,21-12-09,0.0,2.8,11.9,-0.4,0.0,0.0,0.0
1439,21-12-10,0.7,6.0,11.5,3.6,0.0,0.0,0.0
1440,21-12-11,0.0,5.1,13.3,2.1,0.0,0.0,0.0
1441,21-12-12,0.0,-2.8,25.9,-9.6,0.0,0.0,0.0
1442,21-12-13,0.0,-5.7,16.2,-11.7,0.0,0.0,0.0
1443,21-12-14,1.2,0.0,11.9,-3.8,0.0,0.0,0.0
1444,21-12-15,2.1,5.8,14.4,2.8,0.0,0.0,0.0
1445,21-12-16,0.0,3.5,21.2,-1.0,0.0,0.0,0.0
1446,21-12-17,0.0,-9.0,29.9,-18.2,0.0,0.0,0.0
1447,21-12-18,2.8,-11.2,11.9,-17.3,0.0,0.0,0.0
1448,21-12-19,0.2,-5.3,8.3,-9.1,0.0,0.0,0.0
1449,21-12-20,0.0,-0.8,10.4,-4.4,0.0,0.0,0.0
1450,21-12-21,0.0,1.8,18.7,-2.8,0.0,0.0,0.0
1451,21-12-22,0.0,-1.7,11.9,-5.8,0.0,0.0,0.0
1452,21-12-23,0.0,-1.3,9.4,-4.7,0.0,0.0,0.0
1453,21-12-24,0.2,-7.2,28.4,-15.7,0.0,0.0,0.0
1454,21-12-25,0.0,-13.2,27.0,-23.2,0.0,0.0,0.0
1455,21-12-26,0.0,-15.4,23.0,-25.3,0.0,0.0,0.0
1456,21-12-27,0.0,-12.2,14.0,-19.2,0.0,0.0,0.0
1457,21-12-28,0.0,-8.3,11.9,-13.8,0.0,0.0,0.0
1458,21-12-29,0.2,-3.7,8.3,-7.2,0.0,0.0,0.0
1459,21-12-30,0.0,-5.4,25.2,-12.9,0.0,0.0,0.0
1460,21-12-31,0.0,-8.6,19.1,-15.9,0.0,0.0,0.0
