,일자,강수량(mm),기온_겨울,풍속(m/s),체감온도_겨울,기온_여름,습도(%rh),체감온도_여름
0,18-01-01,0.0,-4.6,5.8,-7.2,0.0,0.0,0.0
1,18-01-02,0.0,-4.1,15.1,-9.5,0.0,0.0,0.0
2,18-01-03,0.0,-6.4,16.9,-12.7,0.0,0.0,0.0
3,18-01-04,0.0,-7.7,14.4,-13.8,0.0,0.0,0.0
4,18-01-05,0.0,-5.5,7.9,-9.2,0.0,0.0,0.0
5,18-01-06,0.0,-6.0,7.2,-9.5,0.0,0.0,0.0
6,18-01-07,0.0,-5.6,7.6,-9.2,0.0,0.0,0.0
7,18-01-08,0.9,-0.9,24.5,-7.0,0.0,0.0,0.0
8,18-01-09,0.5,-6.0,19.4,-12.7,0.0,0.0,0.0
9,18-01-10,0.3,-10.2,18.4,-17.8,0.0,0.0,0.0
10,18-01-11,0.0,-13.0,14.8,-20.4,0.0,0.0,0.0
11,18-01-12,0.0,-15.0,13.3,-22.4,0.0,0.0,0.0
12,18-01-13,0.4,-6.4,8.6,-10.5,0.0,0.0,0.0
13,18-01-14,0.0,-3.9,10.1,-8.0,0.0,0.0,0.0
14,18-01-15,0.2,1.8,5.4,0.3,0.0,0.0,0.0
15,18-01-16,0.0,1.1,6.5,-0.9,0.0,0.0,0.0
16,18-01-17,0.0,3.2,11.2,0.2,0.0,0.0,0.0
17,18-01-18,0.0,0.7,14.8,-3.5,0.0,0.0,0.0
18,18-01-19,0.0,-2.4,9.0,-5.9,0.0,0.0,0.0
19,18-01-20,0.0,-0.2,8.3,-3.1,0.0,0.0,0.0
20,18-01-21,0.0,-3.1,6.5,-5.8,0.0,0.0,0.0
21,18-01-22,3.3,-5.2,18.7,-11.6,0.0,0.0,0.0
22,18-01-23,0.0,-14.6,20.5,-23.8,0.0,0.0,0.0
23,18-01-24,0.0,-16.2,19.8,-25.6,0.0,0.0,0.0
24,18-01-25,0.0,-16.4,20.5,-26.1,0.0,0.0,0.0
25,18-01-26,0.0,-17.8,21.6,-28.1,0.0,0.0,0.0
26,18-01-27,0.0,-15.5,8.3,-21.1,0.0,0.0,0.0
27,18-01-28,0.0,-8.8,14.0,-15.0,0.0,0.0,0.0
28,18-01-29,0.0,-10.5,16.2,-17.7,0.0,0.0,0.0
29,18-01-30,2.9,-11.3,7.6,-15.8,0.0,0.0,0.0
30,18-01-31,0.0,-5.2,6.1,-8.1,0.0,0.0,0.0
31,18-02-01,0.0,-7.7,10.4,-12.6,0.0,0.0,0.0
32,18-02-02,0.0,-7.5,8.6,-11.8,0.0,0.0,0.0
33,18-02-03,0.5,-9.5,24.1,-18.0,0.0,0.0,0.0
34,18-02-04,0.0,-12.2,22.3,-21.1,0.0,0.0,0.0
35,18-02-05,0.0,-11.6,16.2,-19.0,0.0,0.0,0.0
36,18-02-06,0.0,-12.8,18.7,-21.1,0.0,0.0,0.0
37,18-02-07,0.0,-12.4,9.7,-18.0,0.0,0.0,0.0
38,18-02-08,0.0,-9.6,6.1,-13.1,0.0,0.0,0.0
39,18-02-09,0.0,-5.2,5.0,-7.5,0.0,0.0,0.0
40,18-02-10,0.0,-5.6,20.9,-12.5,0.0,0.0,0.0
41,18-02-11,0.0,-9.2,12.2,-15.0,0.0,0.0,0.0
42,18-02-12,0.0,-8.6,20.2,-16.1,0.0,0.0,0.0
43,18-02-13,0.0,-6.3,11.2,-11.2,0.0,0.0,0.0
44,18-02-14,0.0,-0.7,23.0,-6.6,0.0,0.0,0.0
45,18-02-15,0.0,-3.7,11.5,-8.2,0.0,0.0,0.0
46,18-02-16,0.0,-2.4,23.0,-8.7,0.0,0.0,0.0
47,18-02-17,0.0,-7.0,15.8,-13.2,0.0,0.0,0.0
48,18-02-18,0.0,-4.5,11.2,-9.0,0.0,0.0,0.0
49,18-02-19,0.0,-1.5,7.9,-4.5,0.0,0.0,0.0
50,18-02-20,0.0,-1.3,19.4,-6.8,0.0,0.0,0.0
51,18-02-21,0.0,-4.1,15.5,-9.6,0.0,0.0,0.0
52,18-02-22,0.4,-2.9,9.7,-6.7,0.0,0.0,0.0
53,18-02-23,3.7,0.7,11.2,-2.8,0.0,0.0,0.0
54,18-02-24,0.0,0.4,16.9,-4.3,0.0,0.0,0.0
55,18-02-25,0.0,-0.1,12.2,-4.0,0.0,0.0,0.0
56,18-02-26,0.0,-3.0,5.4,-5.2,0.0,0.0,0.0
57,18-02-27,0.0,0.6,4.3,-0.6,0.0,0.0,0.0
58,18-02-28,25.0,1.9,14.0,-1.9,0.0,0.0,0.0
59,18-03-01,0.5,-4.0,24.5,-11.0,0.0,0.0,0.0
60,18-03-02,0.0,-6.0,11.9,-11.0,0.0,0.0,0.0
61,18-03-03,0.0,0.0,8.3,-2.8,0.0,0.0,0.0
62,18-03-04,11.5,7.7,13.0,5.4,0.0,0.0,0.0
63,18-03-05,3.5,1.8,10.8,-1.4,0.0,0.0,0.0
64,18-03-06,0.0,-0.7,6.8,-3.1,0.0,0.0,0.0
65,18-03-07,0.5,2.3,13.3,-1.3,0.0,0.0,0.0
66,18-03-08,4.0,3.0,15.8,-0.8,0.0,0.0,0.0
67,18-03-09,0.0,2.9,14.0,-0.7,0.0,0.0,0.0
68,18-03-10,0.0,1.4,9.0,-1.4,0.0,0.0,0.0
69,18-03-11,0.0,2.9,10.1,0.1,0.0,0.0,0.0
70,18-03-12,0.0,2.3,5.8,0.7,0.0,0.0,0.0
71,18-03-13,0.0,5.2,6.5,3.8,0.0,0.0,0.0
72,18-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,18-03-15,27.0,9.3,18.0,6.7,0.0,0.0,0.0
74,18-03-16,0.0,3.6,14.4,0.1,0.0,0.0,0.0
75,18-03-17,0.0,0.6,5.8,-1.3,0.0,0.0,0.0
76,18-03-18,0.5,6.0,12.2,3.4,0.0,0.0,0.0
77,18-03-19,1.0,6.5,17.6,3.2,0.0,0.0,0.0
78,18-03-20,0.0,1.8,18.0,-2.7,0.0,0.0,0.0
79,18-03-21,1.0,1.3,16.2,-3.0,0.0,0.0,0.0
80,18-03-22,0.0,0.7,11.9,-2.9,0.0,0.0,0.0
81,18-03-23,0.0,1.8,8.6,-0.8,0.0,0.0,0.0
82,18-03-24,0.0,4.8,9.7,2.5,0.0,0.0,0.0
83,18-03-25,0.0,4.6,6.5,3.1,0.0,0.0,0.0
84,18-03-26,0.0,5.5,11.2,3.0,0.0,0.0,0.0
85,18-03-27,0.0,7.7,7.6,6.4,0.0,0.0,0.0
86,18-03-28,0.0,9.4,10.1,7.9,0.0,0.0,0.0
87,18-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,18-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,18-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,18-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,18-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,18-04-03,0.1,0.0,0.0,0.0,0.0,0.0,0.0
93,18-04-04,18.5,10.0,16.6,7.7,0.0,0.0,0.0
94,18-04-05,10.5,6.7,16.9,3.6,0.0,0.0,0.0
95,18-04-06,6.5,3.2,23.4,-1.6,0.0,0.0,0.0
96,18-04-07,0.2,1.6,26.3,-4.0,0.0,0.0,0.0
97,18-04-08,3.0,2.1,15.5,-1.9,0.0,0.0,0.0
98,18-04-09,0.0,0.6,6.8,-1.6,0.0,0.0,0.0
99,18-04-10,5.0,6.9,6.5,5.8,0.0,0.0,0.0
100,18-04-11,0.0,8.8,12.6,6.8,0.0,0.0,0.0
101,18-04-12,0.0,6.9,9.0,5.1,0.0,0.0,0.0
102,18-04-13,0.0,8.6,7.2,7.5,0.0,0.0,0.0
103,18-04-14,9.0,8.0,15.5,5.4,0.0,0.0,0.0
104,18-04-15,0.0,6.2,11.5,3.8,0.0,0.0,0.0
105,18-04-16,0.0,4.9,5.8,3.7,0.0,0.0,0.0
106,18-04-17,0.0,6.8,6.5,5.6,0.0,0.0,0.0
107,18-04-18,0.0,6.7,7.6,5.2,0.0,0.0,0.0
108,18-04-19,0.0,8.0,7.2,6.8,0.0,0.0,0.0
109,18-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,18-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,18-04-22,15.5,0.0,0.0,0.0,0.0,0.0,0.0
112,18-04-23,59.0,8.5,13.7,6.2,0.0,0.0,0.0
113,18-04-24,3.0,9.5,9.0,8.2,0.0,0.0,0.0
114,18-04-25,0.0,5.7,4.0,5.3,0.0,0.0,0.0
115,18-04-26,0.0,10.0,5.4,9.6,0.0,0.0,0.0
116,18-04-27,0.0,9.9,9.0,8.7,0.0,0.0,0.0
117,18-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,18-04-29,0.0,9.4,5.8,8.8,0.0,0.0,0.0
119,18-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,18-05-01,0.0,0.0,0.0,0.0,23.2,63.4,24.5
121,18-05-02,12.0,8.8,16.6,6.2,19.7,76.0,21.8
122,18-05-03,1.0,7.0,9.4,5.2,14.1,60.6,15.3
123,18-05-04,0.0,9.0,9.4,7.5,19.8,29.9,18.5
124,18-05-05,0.0,0.0,0.0,0.0,24.5,30.2,22.9
125,18-05-06,22.0,0.0,0.0,0.0,20.4,64.5,21.8
126,18-05-07,0.0,0.0,0.0,0.0,25.3,37.2,24.3
127,18-05-08,0.0,0.0,0.0,0.0,22.9,38.6,22.2
128,18-05-09,0.0,9.2,6.1,8.5,21.3,37.2,20.6
129,18-05-10,0.0,0.0,0.0,0.0,21.2,47.8,21.3
130,18-05-11,0.0,0.0,0.0,0.0,21.2,47.9,21.3
131,18-05-12,32.0,0.0,0.0,0.0,15.8,97.4,19.2
132,18-05-13,0.5,0.0,0.0,0.0,20.0,63.5,21.3
133,18-05-14,0.0,0.0,0.0,0.0,24.1,59.0,25.0
134,18-05-15,0.0,0.0,0.0,0.0,29.0,42.2,28.3
135,18-05-16,45.0,0.0,0.0,0.0,22.9,93.3,26.3
136,18-05-17,83.0,0.0,0.0,0.0,23.0,94.8,26.5
137,18-05-18,6.5,0.0,0.0,0.0,19.3,97.3,22.8
138,18-05-19,0.0,0.0,0.0,0.0,24.3,38.5,23.5
139,18-05-20,0.0,0.0,0.0,0.0,22.5,23.3,20.3
140,18-05-21,0.0,0.0,0.0,0.0,23.5,40.0,22.9
141,18-05-22,12.5,0.0,0.0,0.0,23.0,56.1,23.7
142,18-05-23,6.5,0.0,0.0,0.0,22.7,40.9,22.2
143,18-05-24,0.0,0.0,0.0,0.0,23.6,38.4,22.8
144,18-05-25,0.0,0.0,0.0,0.0,26.0,26.4,23.8
145,18-05-26,0.0,0.0,0.0,0.0,29.0,36.0,27.7
146,18-05-27,0.0,0.0,0.0,0.0,24.5,40.0,23.8
147,18-05-28,0.0,0.0,0.0,0.0,28.5,44.7,28.1
148,18-05-29,1.0,0.0,0.0,0.0,25.8,55.4,26.4
149,18-05-30,0.0,0.0,0.0,0.0,24.5,60.1,25.5
150,18-05-31,0.0,0.0,0.0,0.0,27.6,40.3,26.8
151,18-06-01,0.0,0.0,0.0,0.0,30.0,37.0,28.7
152,18-06-02,0.0,0.0,0.0,0.0,29.8,29.0,27.6
153,18-06-03,0.0,0.0,0.0,0.0,30.4,29.7,28.2
154,18-06-04,0.0,0.0,0.0,0.0,26.7,42.0,26.1
155,18-06-05,0.0,0.0,0.0,0.0,29.1,38.8,28.1
156,18-06-06,0.0,0.0,0.0,0.0,27.6,53.2,28.0
157,18-06-07,0.0,0.0,0.0,0.0,29.1,46.2,28.8
158,18-06-08,0.0,0.0,0.0,0.0,26.9,50.6,27.0
159,18-06-09,0.5,0.0,0.0,0.0,29.9,38.4,28.8
160,18-06-10,0.5,0.0,0.0,0.0,24.9,50.9,25.2
161,18-06-11,5.0,0.0,0.0,0.0,23.5,59.7,24.4
162,18-06-12,0.0,0.0,0.0,0.0,27.1,42.2,26.5
163,18-06-13,0.0,0.0,0.0,0.0,26.9,48.7,26.9
164,18-06-14,29.0,0.0,0.0,0.0,25.0,59.8,26.0
165,18-06-15,16.5,0.0,0.0,0.0,26.9,43.1,26.4
166,18-06-16,0.0,0.0,0.0,0.0,28.6,43.9,28.1
167,18-06-17,0.0,0.0,0.0,0.0,27.5,50.7,27.7
168,18-06-18,0.0,0.0,0.0,0.0,30.2,41.3,29.4
169,18-06-19,0.0,0.0,0.0,0.0,26.9,47.1,26.8
170,18-06-20,0.0,0.0,0.0,0.0,28.4,49.1,28.4
171,18-06-21,0.0,0.0,0.0,0.0,28.2,46.6,28.0
172,18-06-22,0.0,0.0,0.0,0.0,31.0,34.7,29.4
173,18-06-23,0.0,0.0,0.0,0.0,28.8,44.5,28.3
174,18-06-24,0.0,0.0,0.0,0.0,31.8,36.2,30.3
175,18-06-25,0.0,0.0,0.0,0.0,32.5,38.5,31.3
176,18-06-26,71.5,0.0,0.0,0.0,26.9,63.8,28.2
177,18-06-27,1.0,0.0,0.0,0.0,25.5,69.2,27.2
178,18-06-28,26.5,0.0,0.0,0.0,27.1,72.7,29.1
179,18-06-29,6.5,0.0,0.0,0.0,28.9,59.5,29.8
180,18-06-30,14.5,0.0,0.0,0.0,27.6,79.3,30.1
181,18-07-01,83.5,0.0,0.0,0.0,22.4,96.0,25.9
182,18-07-02,59.5,0.0,0.0,0.0,25.2,90.8,28.4
183,18-07-03,0.1,0.0,0.0,0.0,32.4,55.1,32.9
184,18-07-04,0.0,0.0,0.0,0.0,31.1,62.9,32.3
185,18-07-05,0.5,0.0,0.0,0.0,29.0,67.5,30.6
186,18-07-06,0.0,0.0,0.0,0.0,26.9,52.6,27.3
187,18-07-07,0.0,0.0,0.0,0.0,29.2,45.5,28.8
188,18-07-08,0.0,0.0,0.0,0.0,28.0,42.6,27.4
189,18-07-09,14.0,0.0,0.0,0.0,24.2,61.2,25.3
190,18-07-10,16.5,0.0,0.0,0.0,26.5,79.2,29.0
191,18-07-11,3.0,0.0,0.0,0.0,29.3,70.1,31.1
192,18-07-12,1.0,0.0,0.0,0.0,28.2,75.3,30.4
193,18-07-13,0.0,0.0,0.0,0.0,30.6,63.8,31.9
194,18-07-14,0.0,0.0,0.0,0.0,31.8,58.3,32.6
195,18-07-15,0.0,0.0,0.0,0.0,33.1,53.5,33.4
196,18-07-16,0.0,0.0,0.0,0.0,33.4,49.8,33.4
197,18-07-17,0.0,0.0,0.0,0.0,32.1,52.1,32.3
198,18-07-18,0.0,0.0,0.0,0.0,32.8,50.1,32.8
199,18-07-19,0.0,0.0,0.0,0.0,33.9,46.4,33.5
200,18-07-20,0.0,0.0,0.0,0.0,34.3,47.8,34.1
201,18-07-21,0.0,0.0,0.0,0.0,36.6,38.1,35.2
202,18-07-22,0.0,0.0,0.0,0.0,37.9,33.1,35.7
203,18-07-23,0.0,0.0,0.0,0.0,35.7,43.3,34.9
204,18-07-24,0.0,0.0,0.0,0.0,36.8,42.8,35.9
205,18-07-25,0.0,0.0,0.0,0.0,34.0,54.9,34.5
206,18-07-26,0.0,0.0,0.0,0.0,33.6,57.0,34.3
207,18-07-27,0.0,0.0,0.0,0.0,35.3,53.6,35.7
208,18-07-28,7.5,0.0,0.0,0.0,34.1,72.5,36.2
209,18-07-29,0.0,0.0,0.0,0.0,36.3,37.5,34.8
210,18-07-30,0.0,0.0,0.0,0.0,36.8,38.8,35.4
211,18-07-31,0.0,0.0,0.0,0.0,38.1,37.4,36.5
212,18-08-01,0.0,0.0,0.0,0.0,39.4,41.2,38.3
213,18-08-02,0.0,0.0,0.0,0.0,37.8,42.3,36.8
214,18-08-03,0.0,0.0,0.0,0.0,37.9,42.6,37.0
215,18-08-04,0.0,0.0,0.0,0.0,34.7,49.2,34.6
216,18-08-05,2.0,0.0,0.0,0.0,33.7,56.4,34.3
217,18-08-06,6.5,0.0,0.0,0.0,35.2,53.3,35.5
218,18-08-07,0.0,0.0,0.0,0.0,35.8,44.8,35.2
219,18-08-08,0.0,0.0,0.0,0.0,34.9,46.4,34.5
220,18-08-09,2.0,0.0,0.0,0.0,32.5,64.3,33.8
221,18-08-10,0.0,0.0,0.0,0.0,36.5,40.8,35.4
222,18-08-11,0.0,0.0,0.0,0.0,35.7,39.9,34.5
223,18-08-12,5.0,0.0,0.0,0.0,35.2,44.6,34.6
224,18-08-13,1.0,0.0,0.0,0.0,34.3,50.0,34.3
225,18-08-14,0.0,0.0,0.0,0.0,36.8,41.2,35.8
226,18-08-15,1.0,0.0,0.0,0.0,37.9,37.1,36.3
227,18-08-16,0.0,0.0,0.0,0.0,35.6,38.6,34.3
228,18-08-17,0.0,0.0,0.0,0.0,33.8,26.2,30.9
229,18-08-18,0.0,0.0,0.0,0.0,32.1,31.8,30.1
230,18-08-19,0.0,0.0,0.0,0.0,34.4,29.1,31.9
231,18-08-20,0.0,0.0,0.0,0.0,33.2,42.9,32.5
232,18-08-21,5.0,0.0,0.0,0.0,31.0,50.8,31.1
233,18-08-22,0.0,0.0,0.0,0.0,37.6,35.3,35.7
234,18-08-23,3.0,0.0,0.0,0.0,32.2,54.6,32.6
235,18-08-24,7.5,0.0,0.0,0.0,26.2,77.4,28.5
236,18-08-25,0.0,0.0,0.0,0.0,28.9,56.7,29.6
237,18-08-26,2.0,0.0,0.0,0.0,29.0,44.3,28.5
238,18-08-27,19.5,0.0,0.0,0.0,24.8,84.2,27.6
239,18-08-28,96.5,0.0,0.0,0.0,25.3,96.4,29.0
240,18-08-29,42.0,0.0,0.0,0.0,27.3,74.2,29.4
241,18-08-30,9.5,0.0,0.0,0.0,28.1,67.7,29.7
242,18-08-31,0.1,0.0,0.0,0.0,29.9,49.1,29.9
243,18-09-01,0.0,0.0,0.0,0.0,30.8,43.5,30.2
244,18-09-02,0.0,0.0,0.0,0.0,29.3,47.0,29.1
245,18-09-03,34.5,0.0,0.0,0.0,25.5,92.3,28.9
246,18-09-04,0.0,0.0,0.0,0.0,27.4,53.3,27.8
247,18-09-05,0.0,0.0,0.0,0.0,28.4,44.5,28.0
248,18-09-06,1.0,0.0,0.0,0.0,27.9,54.1,28.4
249,18-09-07,0.5,0.0,0.0,0.0,25.5,47.8,25.5
250,18-09-08,0.0,0.0,0.0,0.0,27.4,36.9,26.3
251,18-09-09,0.0,0.0,0.0,0.0,28.8,32.3,27.1
252,18-09-10,0.0,0.0,0.0,0.0,28.4,37.1,27.2
253,18-09-11,0.0,0.0,0.0,0.0,26.1,40.7,25.4
254,18-09-12,0.0,0.0,0.0,0.0,28.0,42.8,27.4
255,18-09-13,0.0,0.0,0.0,0.0,28.2,49.1,28.2
256,18-09-14,0.5,0.0,0.0,0.0,26.8,55.9,27.4
257,18-09-15,0.2,0.0,0.0,0.0,25.9,66.6,27.4
258,18-09-16,2.0,0.0,0.0,0.0,23.4,80.5,25.9
259,18-09-17,0.1,0.0,0.0,0.0,27.6,40.3,26.8
260,18-09-18,0.0,0.0,0.0,0.0,26.4,42.9,25.9
261,18-09-19,0.2,0.0,0.0,0.0,26.4,45.5,26.1
262,18-09-20,5.0,0.0,0.0,0.0,18.8,95.5,22.2
263,18-09-21,18.0,0.0,0.0,0.0,21.7,77.8,24.0
264,18-09-22,6.5,0.0,0.0,0.0,25.3,39.1,24.5
265,18-09-23,0.0,0.0,0.0,0.0,24.8,41.5,24.2
266,18-09-24,0.0,0.0,0.0,0.0,22.0,33.1,20.8
267,18-09-25,0.0,0.0,0.0,0.0,23.9,31.5,22.4
268,18-09-26,0.0,0.0,0.0,0.0,24.7,36.9,23.7
269,18-09-27,0.0,0.0,0.0,0.0,25.0,34.0,23.7
270,18-09-28,0.0,0.0,0.0,0.0,22.2,47.8,22.3
271,18-09-29,0.0,0.0,0.0,0.0,27.0,33.9,25.6
272,18-09-30,0.0,0.0,0.0,0.0,21.3,62.4,22.5
273,18-10-01,0.0,0.0,0.0,0.0,19.4,39.5,19.0
274,18-10-02,0.0,0.0,0.0,0.0,21.8,41.3,21.4
275,18-10-03,0.0,0.0,0.0,0.0,24.1,35.7,23.0
276,18-10-04,0.0,0.0,0.0,0.0,25.5,39.2,24.7
277,18-10-05,36.5,0.0,0.0,0.0,17.3,95.3,20.6
278,18-10-06,55.5,0.0,0.0,0.0,21.1,68.4,22.7
279,18-10-07,0.0,0.0,0.0,0.0,20.3,49.7,20.6
280,18-10-08,0.0,9.3,6.5,8.5,20.2,35.2,19.3
281,18-10-09,0.0,0.0,0.0,0.0,19.8,36.2,19.0
282,18-10-10,7.0,7.9,5.4,7.2,16.2,75.4,18.3
283,18-10-11,0.0,6.9,16.2,3.9,13.9,35.2,13.5
284,18-10-12,0.0,5.4,5.4,4.4,17.2,36.9,16.7
285,18-10-13,0.0,6.4,6.5,5.2,19.7,32.9,18.7
286,18-10-14,0.0,6.8,5.4,6.0,20.2,33.2,19.2
287,18-10-15,0.0,0.0,0.0,0.0,20.1,52.4,20.6
288,18-10-16,0.0,0.0,0.0,0.0,20.2,31.8,19.1
289,18-10-17,0.0,9.1,7.6,8.0,18.4,28.0,17.1
290,18-10-18,0.0,7.8,5.4,7.1,19.0,38.5,18.5
291,18-10-19,0.0,7.2,6.1,6.2,20.4,32.1,19.3
292,18-10-20,0.0,6.9,5.4,6.1,21.4,23.7,19.4
293,18-10-21,0.0,7.2,6.1,6.2,21.0,24.3,19.1
294,18-10-22,0.0,9.0,5.8,8.4,20.4,34.6,19.4
295,18-10-23,5.0,9.8,5.4,9.4,16.9,66.5,18.4
296,18-10-24,0.0,7.6,5.4,6.9,18.7,41.1,18.4
297,18-10-25,0.0,7.3,6.8,6.1,21.0,30.7,19.7
298,18-10-26,11.0,0.0,0.0,0.0,14.5,85.9,17.2
299,18-10-27,0.0,7.6,22.0,4.1,10.1,65.4,11.6
300,18-10-28,5.5,6.9,24.1,3.0,13.3,70.6,15.1
301,18-10-29,0.0,3.8,13.7,0.5,11.6,44.9,12.0
302,18-10-30,0.0,0.8,7.2,-1.5,11.6,33.3,11.3
303,18-10-31,0.0,3.2,7.6,1.1,12.6,35.2,12.3
304,18-11-01,0.0,2.5,4.7,1.4,15.2,30.0,14.4
305,18-11-02,0.0,4.1,6.8,2.4,19.0,32.0,18.0
306,18-11-03,0.0,5.4,6.8,3.9,18.9,26.2,17.4
307,18-11-04,0.0,5.6,6.5,4.3,19.2,28.4,17.9
308,18-11-05,0.0,6.8,5.8,5.9,18.3,36.9,17.7
309,18-11-06,0.0,8.1,5.4,7.5,17.4,50.8,17.9
310,18-11-07,2.0,0.0,0.0,0.0,15.7,71.5,17.5
311,18-11-08,64.0,0.0,0.0,0.0,14.7,97.1,18.0
312,18-11-09,1.0,9.8,21.2,7.0,15.4,51.4,16.0
313,18-11-10,0.0,9.2,6.8,8.3,16.7,45.7,16.8
314,18-11-11,0.0,5.4,4.3,4.8,10.9,70.8,12.7
315,18-11-12,0.0,3.4,6.5,1.7,15.1,32.8,14.5
316,18-11-13,0.0,4.4,6.1,3.0,15.2,39.2,15.0
317,18-11-14,0.0,5.0,6.5,3.6,16.6,36.8,16.1
318,18-11-15,0.0,5.2,7.6,3.5,16.1,33.5,15.4
319,18-11-16,0.0,4.4,14.0,1.2,14.4,48.8,14.9
320,18-11-17,0.0,1.3,7.2,-1.0,11.4,34.0,11.2
321,18-11-18,0.0,2.9,9.0,0.4,10.7,36.9,10.7
322,18-11-19,0.0,3.8,9.4,1.4,11.0,42.6,11.3
323,18-11-20,0.2,0.1,6.5,-2.1,12.7,18.9,11.4
324,18-11-21,1.0,3.3,19.1,-1.0,7.4,84.6,9.9
325,18-11-22,0.0,0.0,17.6,-4.9,7.0,31.9,7.1
326,18-11-23,0.0,-0.8,18.0,-5.9,7.6,16.4,6.9
327,18-11-24,10.9,0.3,13.7,-3.8,3.8,77.3,6.0
328,18-11-25,0.0,1.4,5.8,-0.3,9.7,55.4,10.7
329,18-11-26,0.0,2.1,8.3,-0.4,13.5,43.8,13.7
330,18-11-27,0.0,3.2,6.5,1.5,12.5,70.6,14.3
331,18-11-28,0.0,2.1,7.6,-0.2,11.0,14.9,9.7
332,18-11-29,0.0,0.6,8.3,-2.1,6.7,30.0,6.8
333,18-11-30,0.0,-1.5,6.5,-4.0,8.0,20.4,7.5
334,18-12-01,0.0,0.9,6.5,-1.2,12.3,27.0,11.6
335,18-12-02,0.0,3.3,9.0,0.9,11.8,47.3,12.3
336,18-12-03,9.5,9.3,10.1,7.8,13.5,97.9,16.8
337,18-12-04,5.0,1.2,23.8,-4.2,11.8,97.7,15.1
338,18-12-05,0.0,-2.5,16.9,-7.9,3.4,34.6,4.0
339,18-12-06,0.0,-0.4,27.0,-6.7,6.8,42.6,7.4
340,18-12-07,0.0,-8.9,25.9,-17.5,-1.1,56.4,0.5
341,18-12-08,0.0,-11.3,16.2,-18.7,-4.4,24.7,-3.0
342,18-12-09,0.0,-11.0,13.3,-17.5,-2.2,19.9,-1.1
343,18-12-10,0.0,-8.1,6.8,-11.7,4.6,19.1,4.6
344,18-12-11,0.0,-1.9,8.3,-5.1,2.9,51.2,4.1
345,18-12-12,0.0,-4.8,15.8,-10.5,2.4,22.3,2.8
346,18-12-13,1.3,-4.5,14.4,-9.8,2.1,52.5,3.4
347,18-12-14,0.0,-6.8,12.2,-12.1,0.5,30.2,1.3
348,18-12-15,0.0,-7.0,7.9,-10.9,3.2,31.2,3.7
349,18-12-16,0.3,-2.4,6.5,-5.0,2.1,60.4,3.7
350,18-12-17,0.3,-0.6,20.2,-6.0,5.9,33.0,6.2
351,18-12-18,0.0,-2.5,7.9,-5.6,7.4,47.4,8.2
352,18-12-19,0.0,2.7,13.0,-0.7,9.5,19.8,8.7
353,18-12-20,0.0,0.1,7.6,-2.5,10.3,27.8,9.8
354,18-12-21,0.0,0.4,7.6,-2.1,9.7,30.5,9.5
355,18-12-22,0.0,4.6,9.4,2.3,12.4,27.1,11.7
356,18-12-23,0.0,-1.9,22.3,-8.0,7.4,27.0,7.3
357,18-12-24,0.0,-5.0,12.6,-10.0,3.1,21.9,3.4
358,18-12-25,0.0,-3.5,7.9,-6.8,5.2,38.7,5.7
359,18-12-26,0.0,-7.0,20.9,-14.2,3.0,71.6,5.0
360,18-12-27,0.0,-11.7,24.1,-20.8,-6.5,19.1,-4.6
361,18-12-28,0.0,-13.6,19.1,-22.2,-6.7,23.8,-4.9
362,18-12-29,0.0,-10.4,14.8,-17.2,-3.0,20.6,-1.8
363,18-12-30,0.0,-10.1,15.5,-17.0,-0.9,24.1,0.0
364,18-12-31,0.0,-10.3,5.8,-13.8,-0.5,16.5,0.3
365,19-01-01,0.0,-8.1,11.9,-13.6,-0.6,42.4,0.6
366,19-01-02,0.0,-8.4,7.6,-12.4,0.2,21.7,0.9
367,19-01-03,0.0,-8.2,9.0,-12.8,3.2,18.6,3.3
368,19-01-04,0.0,-6.0,6.1,-9.0,4.1,39.8,4.8
369,19-01-05,0.0,-4.6,17.3,-10.6,-0.2,79.7,2.1
370,19-01-06,0.0,-6.1,8.6,-10.1,2.7,19.6,3.0
371,19-01-07,0.0,-6.0,5.0,-8.4,3.1,34.0,3.7
372,19-01-08,0.0,-5.2,27.4,-12.9,0.4,20.5,1.1
373,19-01-09,0.0,-7.7,14.8,-13.9,1.3,18.6,1.8
374,19-01-10,0.0,-4.0,11.2,-8.4,3.0,48.2,4.1
375,19-01-11,0.0,-0.3,7.2,-2.8,7.2,41.3,7.7
376,19-01-12,0.0,-0.6,6.5,-2.9,8.0,33.8,8.1
377,19-01-13,0.0,-3.0,5.8,-5.4,7.6,24.2,7.3
378,19-01-14,0.0,-1.9,5.8,-4.1,5.3,52.0,6.3
379,19-01-15,0.0,-6.6,17.3,-13.1,2.4,73.7,4.5
