,측정일시,광진구오존,광진구미세먼지,동대문구오존,동대문구미세먼지,성동구오존,성동구미세먼지,중랑구오존,중랑구미세먼지
368,20190104,0.002,59.0,0.003,59.0,0.003,72.0,0.003,51.0
369,20190105,0.013,65.0,0.018,61.0,0.017,74.0,0.016,61.0
370,20190106,0.006,48.0,0.011,45.0,0.011,59.0,0.012,41.0
371,20190107,0.006,57.0,0.01,53.0,0.007,65.0,0.007,50.0
372,20190108,0.018,38.0,0.022,33.0,0.02,47.0,0.02,31.0
373,20190109,0.008,51.0,0.009,45.0,0.009,61.0,0.01,42.0
374,20190110,0.002,67.0,0.004,57.0,0.003,68.0,0.004,56.0
375,20190111,0.004,72.0,0.004,71.0,0.006,86.0,0.007,63.0
376,20190112,0.006,87.0,0.01,97.0,0.007,103.0,0.008,83.0
377,20190113,0.009,106.0,0.013,114.0,0.013,116.0,0.011,106.0
378,20190114,0.003,159.0,0.006,167.0,0.005,170.0,0.007,160.0
379,20190115,0.016,129.0,0.024,127.0,0.022,153.0,0.02,119.0
380,20190116,0.01,46.0,0.016,45.0,0.013,57.0,0.014,42.0
381,20190117,0.01,39.0,0.014,37.0,0.011,52.0,0.012,34.0
382,20190118,0.005,61.0,0.01,56.0,0.007,73.0,0.008,49.0
383,20190119,0.005,96.0,0.008,90.0,0.007,106.0,0.007,89.0
384,20190120,0.023,64.0,0.027,59.0,0.027,78.0,0.024,56.0
385,20190121,0.007,46.0,0.01,44.0,0.007,49.0,0.007,41.0
386,20190122,0.007,69.0,0.01,63.0,0.008,78.0,0.008,59.0
387,20190123,0.013,70.0,0.017,67.0,0.016,82.0,0.016,64.0
388,20190124,0.006,42.0,0.013,38.0,0.009,50.0,0.01,37.0
389,20190125,0.015,54.0,0.023,40.0,0.018,65.0,0.018,39.0
390,20190126,0.021,40.0,0.025,38.0,0.024,50.0,0.023,36.0
391,20190127,0.012,38.0,0.017,36.0,0.013,45.0,0.012,34.0
392,20190128,0.02,90.0,0.024,73.0,0.024,104.0,0.022,69.0
393,20190129,0.006,71.0,0.009,61.0,0.008,81.0,0.009,59.0
394,20190130,0.005,66.0,0.008,57.0,0.006,74.0,0.007,59.0
395,20190131,0.013,77.0,0.018,71.0,0.015,88.0,0.016,60.0
396,20190201,0.011,38.0,0.015,41.0,0.012,47.0,0.011,36.0
397,20190202,0.006,57.0,0.006,59.0,0.008,66.0,0.011,52.0
398,20190203,0.017,44.0,0.014,37.0,0.018,43.0,0.017,34.0
399,20190204,0.022,68.0,0.025,76.0,0.029,79.0,0.023,68.0
400,20190205,0.009,84.0,0.012,82.0,0.016,95.0,0.012,68.0
401,20190206,0.012,93.0,0.014,93.0,0.014,104.0,0.01,83.0
402,20190207,0.024,57.0,0.027,59.0,0.028,69.0,0.027,55.0
403,20190208,0.014,29.0,0.018,31.0,0.015,40.0,0.016,27.0
404,20190209,0.022,32.0,0.026,34.0,0.026,41.0,0.024,30.0
405,20190210,0.016,38.0,0.02,42.0,0.02,46.0,0.017,37.0
406,20190211,0.02,35.0,0.024,36.0,0.024,47.0,0.018,35.0
407,20190212,0.017,54.0,0.022,57.0,0.022,71.0,0.021,51.0
408,20190213,0.021,35.0,0.023,35.0,0.023,47.0,0.024,32.0
409,20190214,0.012,49.0,0.013,49.0,0.013,61.0,0.014,43.0
410,20190215,0.012,36.0,0.015,36.0,0.024,45.0,0.012,36.0
411,20190216,0.029,53.0,0.032,56.0,0.025,67.0,0.029,54.0
412,20190217,0.021,36.0,0.027,34.0,0.029,40.0,0.021,33.0
413,20190218,0.005,44.0,0.006,39.0,0.01,56.0,0.007,36.0
414,20190219,0.007,40.0,0.009,40.0,0.006,54.0,0.007,39.0
415,20190220,0.022,59.0,0.025,59.0,0.022,74.0,0.024,55.0
416,20190221,0.01,78.0,0.013,80.0,0.012,88.0,0.013,75.0
417,20190222,0.008,72.0,0.013,70.0,0.01,88.0,0.01,70.0
418,20190223,0.013,56.0,0.015,49.0,0.017,63.0,0.016,43.0
419,20190224,0.018,60.0,0.021,58.0,0.02,72.0,0.018,55.0
420,20190225,0.016,85.0,0.022,79.0,0.019,97.0,0.018,82.0
421,20190226,0.01,57.0,0.014,51.0,0.011,65.0,0.014,49.0
422,20190227,0.013,67.0,0.018,60.0,0.012,91.0,0.012,59.0
423,20190228,0.018,91.0,0.023,85.0,0.019,101.0,0.021,82.0
424,20190301,0.021,117.0,0.033,114.0,0.027,132.0,0.024,108.0
425,20190302,0.021,110.0,0.027,113.0,0.02,129.0,0.024,105.0
426,20190303,0.024,100.0,0.033,105.0,0.029,116.0,0.027,94.0
427,20190304,0.021,149.0,0.035,155.0,0.025,174.0,0.027,140.0
428,20190305,0.032,183.0,0.037,186.0,0.034,198.0,0.028,180.0
429,20190306,0.025,134.0,0.036,136.0,0.028,154.0,0.027,124.0
430,20190307,0.03,53.0,0.038,47.0,0.032,63.0,0.027,46.0
431,20190308,0.014,50.0,0.024,45.0,0.016,59.0,0.015,44.0
432,20190309,0.01,44.0,0.013,41.0,0.01,57.0,0.011,37.0
433,20190310,0.025,47.0,0.025,49.0,0.027,56.0,0.024,44.0
434,20190311,0.02,69.0,0.019,65.0,0.021,82.0,0.02,59.0
435,20190312,0.028,81.0,0.034,78.0,0.029,97.0,0.024,79.0
436,20190313,0.026,42.0,0.032,37.0,0.03,46.0,0.028,35.0
437,20190314,0.023,41.0,0.029,38.0,0.026,53.0,0.023,34.0
438,20190315,0.024,58.0,0.028,51.0,0.028,71.0,0.023,46.0
439,20190316,0.02,40.0,0.024,37.0,0.021,49.0,0.021,33.0
440,20190317,0.022,35.0,0.034,32.0,0.03,44.0,0.023,30.0
441,20190318,0.01,41.0,0.016,35.0,0.013,47.0,0.013,35.0
442,20190319,0.012,71.0,0.002,62.0,0.014,83.0,0.014,59.0
443,20190320,0.014,94.0,0.016,93.0,0.017,116.0,0.018,85.0
444,20190321,0.031,40.0,0.024,27.0,0.034,45.0,0.025,27.0
445,20190322,0.032,33.0,0.031,32.0,0.036,46.0,,29.0
446,20190323,0.026,22.0,0.034,19.0,0.031,30.0,,19.0
447,20190324,0.028,25.0,0.039,22.0,0.036,32.0,0.044,21.0
448,20190325,0.028,51.0,0.036,41.0,0.033,60.0,0.037,39.0
449,20190326,0.025,62.0,0.035,53.0,0.027,79.0,0.032,50.0
450,20190327,0.041,98.0,0.051,81.0,0.05,118.0,0.05,82.0
451,20190328,0.03,85.0,0.038,74.0,0.031,100.0,0.04,73.0
452,20190329,0.034,39.0,0.04,33.0,0.039,50.0,0.042,32.0
453,20190330,0.032,35.0,0.041,29.0,0.038,47.0,0.039,30.0
454,20190331,0.033,41.0,0.04,38.0,0.039,49.0,0.041,36.0
455,20190401,0.031,22.0,0.039,20.0,0.037,30.0,0.038,19.0
456,20190402,0.025,33.0,0.035,27.0,0.031,41.0,0.033,26.0
457,20190403,0.026,39.0,0.035,33.0,0.033,47.0,0.033,33.0
458,20190404,0.03,35.0,0.04,29.0,0.034,41.0,0.034,30.0
459,20190405,0.035,85.0,0.045,66.0,0.041,86.0,0.038,60.0
460,20190406,0.014,57.0,0.018,48.0,0.015,61.0,0.018,46.0
461,20190407,0.029,35.0,0.034,30.0,0.034,41.0,0.034,26.0
462,20190408,0.028,36.0,0.037,30.0,0.031,43.0,0.036,30.0
463,20190409,0.023,22.0,0.029,19.0,0.031,28.0,0.04,19.0
464,20190410,0.026,5.0,0.036,3.0,0.033,11.0,0.03,5.0
465,20190411,0.017,28.0,0.027,20.0,0.022,33.0,0.022,19.0
466,20190412,0.022,53.0,0.037,42.0,0.032,57.0,0.027,42.0
467,20190413,0.031,47.0,0.046,40.0,0.043,48.0,0.039,38.0
468,20190414,0.035,40.0,0.054,30.0,0.045,42.0,0.042,31.0
469,20190415,0.023,51.0,0.036,45.0,0.032,55.0,0.024,39.0
470,20190416,0.022,44.0,0.032,40.0,0.03,47.0,0.029,37.0
471,20190417,0.025,41.0,0.036,33.0,0.029,45.0,0.036,33.0
472,20190418,0.019,45.0,0.032,28.0,0.029,49.0,0.026,31.0
473,20190419,0.024,42.0,0.032,34.0,0.03,48.0,0.03,33.0
474,20190420,0.027,50.0,0.038,38.0,0.033,54.0,0.034,37.0
475,20190421,0.031,42.0,0.043,22.0,0.035,44.0,0.033,25.0
476,20190422,0.024,111.0,0.039,78.0,0.03,110.0,0.032,79.0
477,20190423,0.028,107.0,0.039,83.0,0.035,104.0,0.032,83.0
478,20190424,0.024,65.0,0.036,46.0,0.027,64.0,0.028,46.0
479,20190425,0.022,36.0,0.027,32.0,0.029,41.0,0.028,31.0
480,20190426,0.029,5.0,0.03,5.0,0.032,11.0,0.028,4.0
481,20190427,0.025,19.0,0.03,13.0,0.028,19.0,0.027,12.0
482,20190428,0.032,17.0,0.047,13.0,0.042,19.0,0.039,14.0
483,20190429,0.019,27.0,0.026,18.0,0.027,28.0,0.029,17.0
484,20190430,0.024,35.0,0.032,27.0,0.027,39.0,0.03,25.0
485,20190501,0.031,69.0,0.044,50.0,0.039,67.0,0.032,49.0
486,20190502,0.026,58.0,0.039,47.0,0.033,59.0,0.033,46.0
487,20190503,0.033,62.0,0.043,52.0,0.04,63.0,0.037,50.0
488,20190504,0.035,96.0,0.055,77.0,0.052,98.0,0.046,76.0
489,20190505,0.037,66.0,0.056,59.0,0.026,63.0,0.046,58.0
490,20190506,0.035,33.0,0.048,25.0,0.048,34.0,0.04,24.0
491,20190507,0.032,48.0,0.045,39.0,0.039,48.0,0.036,37.0
492,20190508,0.042,57.0,0.061,44.0,0.055,57.0,0.05,44.0
493,20190509,0.037,50.0,0.053,38.0,0.048,51.0,0.043,40.0
494,20190510,0.035,60.0,0.033,44.0,0.045,63.0,0.039,48.0
495,20190511,0.026,71.0,0.04,54.0,0.032,71.0,0.037,54.0
496,20190512,0.042,60.0,0.057,47.0,0.059,55.0,0.052,47.0
497,20190513,0.03,65.0,0.037,48.0,0.04,61.0,0.039,48.0
498,20190514,0.036,47.0,0.048,34.0,0.045,47.0,0.045,37.0
499,20190515,0.033,80.0,0.048,57.0,0.042,75.0,0.043,59.0
500,20190516,0.038,72.0,0.05,54.0,0.047,70.0,0.049,53.0
501,20190517,0.029,56.0,0.044,43.0,0.04,56.0,0.043,42.0
502,20190518,0.037,29.0,0.042,22.0,0.049,28.0,0.042,20.0
503,20190519,0.023,15.0,0.023,12.0,0.032,15.0,0.026,10.0
504,20190520,0.031,40.0,0.033,28.0,0.037,38.0,0.031,26.0
505,20190521,0.041,58.0,0.049,43.0,0.05,57.0,0.044,41.0
506,20190522,0.053,60.0,0.065,45.0,0.067,59.0,0.058,44.0
507,20190523,0.05,74.0,0.068,60.0,0.072,77.0,0.061,57.0
508,20190524,0.059,96.0,0.079,71.0,0.079,91.0,0.073,69.0
509,20190525,0.05,92.0,0.067,64.0,0.069,85.0,0.057,68.0
510,20190526,0.041,42.0,0.05,33.0,0.056,39.0,0.05,31.0
511,20190527,0.031,24.0,0.034,18.0,0.04,23.0,0.034,17.0
512,20190528,0.033,23.0,0.04,17.0,0.04,24.0,0.036,14.0
513,20190529,0.037,54.0,0.047,38.0,0.048,55.0,0.043,35.0
514,20190530,0.037,51.0,0.051,37.0,0.049,49.0,0.046,36.0
515,20190531,0.045,23.0,0.054,14.0,0.055,22.0,0.052,15.0
516,20190601,0.042,40.0,0.051,26.0,0.052,39.0,0.045,25.0
517,20190602,0.044,45.0,0.054,29.0,0.058,43.0,0.053,28.0
518,20190603,0.042,45.0,0.051,32.0,0.052,41.0,0.051,33.0
519,20190604,0.027,32.0,0.036,23.0,0.034,30.0,0.028,25.0
520,20190605,0.032,70.0,0.033,39.0,0.038,66.0,0.033,40.0
521,20190606,0.028,73.0,0.023,46.0,0.032,70.0,0.028,49.0
522,20190607,0.05,13.0,0.043,8.0,0.061,13.0,0.048,9.0
523,20190608,0.042,29.0,0.045,19.0,0.05,25.0,0.047,18.0
524,20190609,0.045,52.0,0.049,26.0,0.058,44.0,0.049,28.0
525,20190610,0.025,11.0,0.029,5.0,0.034,10.0,0.03,5.0
526,20190611,0.031,13.0,0.039,7.0,0.043,11.0,0.036,7.0
527,20190612,0.022,32.0,0.031,21.0,0.027,36.0,0.034,20.0
528,20190613,0.028,34.0,0.043,22.0,0.041,32.0,0.04,22.0
529,20190614,0.029,38.0,0.046,25.0,0.044,39.0,0.041,26.0
530,20190615,0.035,36.0,0.047,25.0,0.05,37.0,0.046,26.0
531,20190616,0.033,21.0,0.045,10.0,0.048,17.0,0.043,11.0
532,20190617,0.031,27.0,0.035,17.0,0.037,27.0,0.035,18.0
533,20190618,0.024,31.0,0.029,23.0,0.034,37.0,0.024,22.0
534,20190619,0.037,28.0,0.046,23.0,0.05,40.0,0.044,26.0
535,20190620,0.036,28.0,0.045,19.0,0.05,38.0,0.044,19.0
536,20190621,0.028,25.0,0.034,21.0,0.039,38.0,0.036,19.0
537,20190622,0.032,8.0,0.038,7.0,0.047,12.0,0.039,7.0
538,20190623,0.031,11.0,0.045,7.0,0.049,12.0,0.043,8.0
539,20190624,0.032,19.0,0.045,18.0,0.044,24.0,0.023,17.0
540,20190625,0.038,30.0,0.053,25.0,0.054,39.0,0.038,24.0
541,20190626,0.033,31.0,0.044,28.0,0.05,36.0,0.047,30.0
542,20190627,0.032,28.0,0.034,17.0,0.043,28.0,0.034,20.0
543,20190628,0.026,32.0,0.025,36.0,0.033,55.0,0.025,36.0
544,20190629,0.023,21.0,0.026,20.0,0.035,29.0,0.027,18.0
545,20190630,0.03,34.0,0.038,29.0,0.045,41.0,0.034,32.0
546,20190701,0.041,33.0,0.051,29.0,0.051,45.0,0.043,35.0
547,20190702,0.042,29.0,0.049,25.0,0.05,41.0,0.044,26.0
548,20190703,0.028,33.0,0.039,28.0,0.029,51.0,0.034,28.0
549,20190704,0.025,33.0,0.034,25.0,0.029,44.0,0.035,24.0
550,20190705,0.038,32.0,0.048,27.0,0.041,38.0,0.054,26.0
551,20190706,0.039,24.0,0.049,27.0,0.055,31.0,0.049,26.0
552,20190707,0.038,13.0,0.045,13.0,0.05,16.0,0.045,13.0
553,20190708,0.03,7.0,0.038,6.0,0.042,12.0,0.037,8.0
554,20190709,0.029,8.0,0.035,6.0,0.04,14.0,0.032,6.0
555,20190710,0.024,8.0,0.028,6.0,0.033,13.0,0.027,6.0
556,20190711,0.017,7.0,0.019,4.0,0.02,14.0,0.007,3.0
557,20190712,0.021,18.0,0.025,11.0,0.012,12.0,0.007,12.0
558,20190713,0.033,35.0,0.023,19.0,0.033,38.0,0.012,28.0
559,20190714,0.043,46.0,0.029,30.0,0.051,61.0,0.016,36.0
560,20190715,0.024,35.0,0.026,31.0,0.035,54.0,0.007,29.0
561,20190716,0.03,32.0,0.033,27.0,0.033,39.0,0.025,26.0
562,20190717,0.032,56.0,0.038,57.0,0.041,84.0,0.034,54.0
563,20190718,0.048,62.0,0.058,64.0,0.067,82.0,0.02,66.0
564,20190719,0.027,29.0,0.035,31.0,0.049,59.0,0.032,46.0
565,20190720,0.01,10.0,0.012,5.0,0.015,8.0,0.015,4.0
566,20190721,0.017,17.0,0.02,14.0,0.021,17.0,0.011,7.0
567,20190722,0.036,43.0,0.034,45.0,0.043,51.0,0.042,43.0
568,20190723,0.015,28.0,0.02,23.0,0.011,30.0,0.018,23.0
569,20190724,0.009,23.0,0.013,15.0,0.013,18.0,0.013,13.0
570,20190725,0.012,23.0,0.015,22.0,0.01,22.0,0.016,23.0
571,20190726,0.019,28.0,0.022,17.0,0.022,19.0,0.021,19.0
572,20190727,0.033,19.0,0.031,16.0,0.021,13.0,0.017,15.0
573,20190728,0.02,14.0,0.022,10.0,0.024,8.0,,13.0
574,20190729,0.009,15.0,0.01,11.0,0.01,11.0,,12.0
575,20190730,0.015,20.0,0.014,16.0,0.011,10.0,,14.0
576,20190731,0.013,16.0,0.016,15.0,0.015,14.0,0.014,14.0
577,20190801,0.014,15.0,0.011,9.0,0.017,12.0,0.016,10.0
578,20190802,0.02,20.0,0.017,15.0,0.018,18.0,0.005,14.0
579,20190803,0.034,22.0,0.036,17.0,0.037,17.0,0.007,17.0
580,20190804,0.045,29.0,0.044,26.0,0.048,25.0,,25.0
581,20190805,0.032,38.0,0.02,35.0,0.039,33.0,,38.0
582,20190806,0.027,28.0,0.019,26.0,0.035,20.0,0.026,24.0
583,20190807,0.007,25.0,0.013,11.0,0.011,27.0,0.008,20.0
584,20190808,0.02,38.0,0.025,36.0,0.022,40.0,0.023,36.0
585,20190809,0.02,28.0,0.018,24.0,0.019,28.0,0.019,24.0
586,20190810,0.029,24.0,0.028,19.0,0.033,21.0,0.029,21.0
587,20190811,0.025,17.0,0.022,13.0,0.028,16.0,0.026,14.0
588,20190812,0.012,16.0,0.014,13.0,0.012,16.0,0.014,14.0
589,20190813,0.027,25.0,0.023,11.0,0.025,22.0,0.011,18.0
590,20190814,0.02,17.0,0.018,13.0,0.013,23.0,0.02,13.0
591,20190815,0.011,9.0,0.012,6.0,0.013,10.0,0.011,6.0
592,20190816,0.027,24.0,0.026,15.0,0.024,18.0,0.023,15.0
593,20190817,0.059,40.0,0.06,28.0,0.061,35.0,0.056,26.0
594,20190818,0.052,32.0,0.054,20.0,0.056,23.0,0.041,16.0
595,20190819,0.04,29.0,0.019,19.0,0.046,28.0,0.041,21.0
596,20190820,0.043,33.0,0.041,28.0,0.05,27.0,0.042,24.0
597,20190821,0.032,40.0,0.033,32.0,0.034,33.0,0.031,27.0
598,20190822,0.04,44.0,0.038,37.0,0.036,44.0,0.041,34.0
599,20190823,0.042,38.0,0.043,28.0,0.043,37.0,0.041,27.0
600,20190824,0.023,28.0,0.025,13.0,0.029,25.0,0.024,18.0
601,20190825,0.034,27.0,0.034,17.0,0.039,22.0,0.034,17.0
602,20190826,0.035,33.0,0.035,25.0,0.02,23.0,0.033,22.0
603,20190827,0.036,30.0,0.04,24.0,0.039,27.0,0.026,24.0
604,20190828,0.035,38.0,0.045,24.0,0.041,35.0,0.031,29.0
605,20190829,0.033,34.0,0.034,23.0,0.037,29.0,0.036,24.0
606,20190830,0.029,22.0,0.027,17.0,0.017,22.0,0.029,15.0
607,20190831,0.031,24.0,0.035,13.0,0.032,24.0,0.033,13.0
608,20190901,0.029,25.0,0.029,18.0,0.034,21.0,0.03,16.0
609,20190902,0.025,29.0,0.026,26.0,0.008,26.0,0.028,23.0
610,20190903,0.021,23.0,0.019,17.0,0.024,24.0,0.023,17.0
611,20190904,0.017,11.0,0.015,5.0,0.023,12.0,0.017,5.0
612,20190905,0.007,11.0,0.006,6.0,0.008,11.0,0.008,4.0
613,20190906,0.01,16.0,0.009,11.0,0.012,17.0,0.01,11.0
614,20190907,0.02,18.0,0.016,10.0,0.021,14.0,0.018,8.0
615,20190908,0.034,38.0,0.034,30.0,0.037,38.0,0.031,31.0
616,20190909,0.016,40.0,0.015,31.0,0.027,39.0,0.018,32.0
617,20190910,0.02,15.0,0.015,10.0,0.03,18.0,0.019,11.0
618,20190911,0.036,6.0,0.034,5.0,0.049,8.0,0.034,4.0
619,20190912,0.021,13.0,0.022,10.0,0.028,10.0,0.024,6.0
620,20190913,0.024,15.0,0.027,10.0,0.032,14.0,0.027,8.0
621,20190914,0.016,22.0,0.016,15.0,0.021,20.0,0.019,14.0
622,20190915,0.028,16.0,0.023,16.0,0.022,19.0,0.025,9.0
623,20190916,0.025,13.0,0.022,9.0,0.026,15.0,0.021,8.0
624,20190917,0.034,21.0,0.032,14.0,0.041,22.0,0.033,13.0
625,20190918,0.029,38.0,0.03,27.0,0.027,38.0,0.032,25.0
626,20190919,0.026,33.0,0.029,23.0,0.028,34.0,0.027,22.0
627,20190920,0.015,24.0,0.016,24.0,0.016,27.0,0.016,19.0
628,20190921,0.02,16.0,,,0.019,14.0,,
629,20190922,0.037,6.0,,,0.043,6.0,,
630,20190923,0.03,15.0,,,0.032,16.0,,
631,20190924,0.023,28.0,,,0.039,46.0,,
632,20190925,0.021,34.0,,,0.024,26.0,,
633,20190926,0.018,25.0,,,0.022,21.0,,
634,20190927,0.014,22.0,,,0.018,21.0,,
635,20190928,0.021,30.0,,,0.022,23.0,,
636,20190929,0.031,42.0,,,0.035,33.0,,
637,20190930,0.033,54.0,,,0.033,46.0,,
638,20191001,0.022,43.0,,,0.029,36.0,,
639,20191002,0.008,28.0,,,0.01,21.0,,
640,20191003,0.019,10.0,,,0.02,10.0,,
641,20191004,0.024,33.0,,,0.01,10.0,,
642,20191005,0.025,44.0,,,0.028,34.0,,
643,20191006,0.031,13.0,,,0.035,9.0,,
644,20191007,0.01,11.0,,,0.012,11.0,,
645,20191008,0.022,27.0,,,0.022,24.0,,
646,20191009,0.012,30.0,,,0.015,25.0,,
647,20191010,0.007,33.0,,,0.008,30.0,,
648,20191011,0.022,38.0,,,0.024,33.0,,
649,20191012,0.036,27.0,,,0.037,23.0,,
650,20191013,0.025,22.0,,,0.03,17.0,,
651,20191014,0.02,36.0,,,0.021,33.0,,
652,20191015,0.018,18.0,,,0.024,17.0,,
653,20191016,0.004,19.0,,,0.017,27.0,,
654,20191017,0.017,31.0,,,0.021,25.0,,
655,20191018,0.021,16.0,,,0.02,15.0,,
656,20191019,0.027,23.0,,,0.026,19.0,,
657,20191020,0.016,40.0,,,0.022,31.0,,
658,20191021,0.018,41.0,,,0.018,36.0,,
659,20191022,0.021,34.0,,,0.021,32.0,,
660,20191023,0.023,22.0,,,0.028,20.0,,
661,20191024,0.034,29.0,,,0.036,26.0,,
662,20191025,0.025,27.0,0.025,25.0,0.023,21.0,0.027,27.0
663,20191026,0.021,27.0,0.021,23.0,0.021,23.0,0.02,25.0
664,20191027,0.017,31.0,0.019,27.0,0.021,24.0,0.018,28.0
665,20191028,0.022,38.0,0.021,31.0,0.022,28.0,0.022,32.0
666,20191029,0.021,106.0,0.021,93.0,0.02,94.0,0.021,99.0
667,20191030,0.012,32.0,0.015,27.0,0.015,26.0,0.014,27.0
668,20191031,0.001,36.0,0.026,83.0,0.027,79.0,0.023,87.0
669,20191101,0.022,103.0,0.026,100.0,0.023,94.0,0.026,103.0
670,20191102,0.011,90.0,0.01,74.0,0.011,77.0,0.011,83.0
671,20191103,0.019,70.0,0.019,54.0,0.024,46.0,0.02,62.0
672,20191104,0.017,17.0,0.013,15.0,0.017,14.0,0.015,16.0
673,20191105,0.011,40.0,0.015,34.0,0.012,33.0,0.009,38.0
674,20191106,0.012,58.0,0.014,48.0,0.013,47.0,0.012,50.0
675,20191107,0.02,60.0,0.024,48.0,0.025,49.0,0.018,50.0
676,20191108,0.009,57.0,0.013,47.0,0.011,44.0,0.015,47.0
677,20191109,0.007,51.0,0.012,51.0,0.009,50.0,0.01,44.0
678,20191110,0.012,46.0,0.013,43.0,0.015,,0.014,41.0
679,20191111,0.021,29.0,0.025,26.0,0.017,,0.023,25.0
680,20191112,0.003,46.0,0.004,43.0,0.004,38.0,0.005,39.0
681,20191113,0.007,38.0,0.008,35.0,0.008,28.0,0.008,33.0
682,20191114,0.02,20.0,0.02,19.0,0.022,20.0,0.023,19.0
683,20191115,0.004,22.0,0.003,24.0,0.003,20.0,0.007,22.0
684,20191116,0.006,26.0,0.002,28.0,0.005,28.0,0.003,23.0
685,20191117,0.011,19.0,0.006,31.0,0.003,28.0,0.012,23.0
686,20191118,0.022,72.0,0.023,72.0,0.022,69.0,0.005,15.0
687,20191119,0.021,27.0,0.024,30.0,0.022,26.0,0.03,30.0
688,20191120,0.023,27.0,0.013,23.0,0.016,20.0,0.011,23.0
689,20191121,0.003,31.0,0.004,36.0,0.004,34.0,0.006,36.0
690,20191122,0.007,35.0,0.005,55.0,0.007,42.0,0.009,46.0
691,20191123,0.005,26.0,0.006,41.0,0.005,33.0,0.009,33.0
692,20191124,0.007,27.0,0.008,34.0,0.007,29.0,0.009,29.0
693,20191125,0.01,22.0,0.014,28.0,0.012,24.0,0.012,27.0
694,20191126,0.005,18.0,0.008,29.0,0.005,24.0,0.009,26.0
695,20191127,0.015,30.0,0.016,40.0,0.016,36.0,0.015,39.0
696,20191128,0.007,29.0,0.019,36.0,0.01,34.0,0.01,35.0
697,20191129,0.005,40.0,0.03,56.0,0.007,43.0,0.012,44.0
698,20191130,0.003,34.0,0.005,52.0,0.004,38.0,0.007,44.0
699,20191201,0.006,34.0,0.008,42.0,0.007,35.0,0.007,43.0
700,20191202,0.024,16.0,0.024,23.0,0.022,22.0,0.022,21.0
701,20191203,0.005,23.0,0.009,25.0,0.006,25.0,0.008,31.0
702,20191204,0.013,23.0,0.012,33.0,0.012,28.0,0.02,30.0
703,20191205,0.022,15.0,0.022,21.0,0.024,16.0,,21.0
704,20191206,0.011,23.0,0.01,33.0,0.011,25.0,0.012,33.0
705,20191207,0.002,36.0,0.002,41.0,0.002,39.0,,
706,20191208,0.004,44.0,0.006,58.0,0.006,49.0,,
707,20191209,0.002,52.0,0.003,70.0,0.003,59.0,,
708,20191210,0.006,73.0,0.008,106.0,0.006,80.0,0.01,65.0
709,20191211,0.018,59.0,0.019,84.0,0.023,63.0,0.02,98.0
710,20191212,0.014,15.0,0.015,22.0,0.015,18.0,,
711,20191213,0.003,25.0,0.004,30.0,0.004,24.0,0.005,28.0
712,20191214,0.013,40.0,0.013,41.0,0.014,37.0,0.012,40.0
713,20191215,0.007,36.0,0.007,39.0,0.007,33.0,0.008,36.0
714,20191216,0.003,35.0,0.004,39.0,0.004,35.0,0.003,29.0
715,20191217,0.006,28.0,0.009,31.0,0.007,22.0,0.008,29.0
716,20191218,0.008,39.0,0.012,38.0,0.01,33.0,0.01,42.0
717,20191219,0.013,27.0,0.015,26.0,0.011,25.0,0.016,30.0
718,20191220,0.013,27.0,0.016,27.0,0.015,29.0,0.012,28.0
719,20191221,0.002,37.0,0.003,37.0,0.003,33.0,0.004,36.0
720,20191222,0.007,61.0,0.009,58.0,0.007,58.0,0.01,59.0
721,20191223,0.01,51.0,0.008,56.0,0.011,52.0,0.012,53.0
722,20191224,0.005,60.0,0.006,75.0,0.008,66.0,0.009,69.0
723,20191225,0.004,47.0,0.004,52.0,0.004,46.0,0.005,52.0
724,20191226,0.012,47.0,0.014,46.0,0.012,46.0,0.007,53.0
725,20191227,0.017,33.0,0.02,31.0,0.02,32.0,0.016,41.0
726,20191228,0.004,44.0,0.005,42.0,0.005,41.0,0.006,43.0
727,20191229,0.009,44.0,0.007,45.0,0.008,43.0,0.014,44.0
728,20191230,0.013,36.0,0.01,37.0,0.012,35.0,0.012,37.0
729,20191231,0.019,22.0,0.02,25.0,0.021,25.0,0.019,23.0
730,20200101,0.003,33.0,0.003,33.0,0.003,33.0,0.005,32.0
731,20200102,0.003,61.0,0.002,47.0,0.002,53.0,0.004,60.0
732,20200103,0.002,74.0,0.01,59.0,0.008,62.0,0.008,64.0
733,20200104,0.01,54.0,0.012,51.0,0.011,54.0,0.01,56.0
734,20200105,0.008,47.0,0.006,49.0,0.008,46.0,0.01,51.0
735,20200106,0.008,33.0,0.003,38.0,0.008,35.0,0.007,47.0
736,20200107,0.014,5.0,0.005,11.0,0.007,12.0,0.01,9.0
737,20200108,0.013,27.0,0.015,25.0,0.015,27.0,0.012,27.0
738,20200109,0.02,44.0,0.021,47.0,0.018,48.0,0.019,50.0
739,20200110,0.008,57.0,0.009,63.0,0.007,60.0,0.009,66.0
740,20200111,0.012,54.0,0.015,49.0,0.015,52.0,0.015,53.0
741,20200112,0.023,43.0,0.025,42.0,0.026,43.0,0.021,50.0
742,20200113,0.02,22.0,0.021,23.0,0.019,27.0,0.018,27.0
743,20200114,0.009,30.0,0.011,26.0,0.01,30.0,0.011,31.0
744,20200115,0.01,34.0,0.013,34.0,0.012,35.0,0.012,37.0
745,20200116,0.008,42.0,0.012,41.0,0.011,42.0,0.011,44.0
