,날짜,광진구유동인구,동대문구유동인구,성동구유동인구,중랑구유동인구
59,20190301,379982.0,195779.0,243535.0,77466.0
60,20190302,395198.0,198007.0,247954.0,83707.0
61,20190303,317320.0,154349.0,193807.0,65688.0
62,20190304,475410.0,229869.0,413611.0,124977.0
63,20190305,473386.0,229264.0,415959.0,125302.0
64,20190306,476687.0,231618.0,423847.0,124296.0
65,20190307,493964.0,243385.0,428798.0,125786.0
66,20190308,523295.0,257063.0,436687.0,126294.0
67,20190309,458628.0,221087.0,295623.0,94824.0
68,20190310,336092.0,157214.0,199475.0,67159.0
69,20190311,478136.0,238645.0,417382.0,125801.0
70,20190312,475328.0,230983.0,421245.0,126039.0
71,20190313,482538.0,235670.0,427241.0,125715.0
72,20190314,494359.0,241264.0,429034.0,126145.0
73,20190315,513853.0,249968.0,432958.0,126480.0
74,20190316,449996.0,216921.0,293485.0,93117.0
75,20190317,361274.0,170945.0,218889.0,70201.0
76,20190318,481031.0,238387.0,417267.0,124796.0
77,20190319,485687.0,240334.0,425210.0,127789.0
78,20190320,470347.0,233478.0,421803.0,124246.0
79,20190321,484577.0,238512.0,426066.0,125508.0
80,20190322,520977.0,253905.0,435350.0,127588.0
81,20190323,431680.0,203799.0,286335.0,89241.0
82,20190324,343520.0,159382.0,203887.0,67796.0
83,20190325,471963.0,235077.0,414480.0,125234.0
84,20190326,484197.0,239612.0,423206.0,126560.0
85,20190327,485948.0,237499.0,424563.0,124716.0
86,20190328,493607.0,242410.0,425830.0,127182.0
87,20190329,527688.0,255151.0,434991.0,127824.0
88,20190330,406227.0,199846.0,278461.0,89521.0
89,20190331,321226.0,153196.0,196175.0,65320.0
90,20190401,474592.0,233972.0,412797.0,124572.0
91,20190402,476496.0,237475.0,419747.0,125659.0
92,20190403,482818.0,239220.0,424105.0,126116.0
93,20190404,490736.0,239087.0,422738.0,125868.0
94,20190405,527821.0,250040.0,428861.0,126553.0
95,20190406,447071.0,202146.0,283442.0,90590.0
96,20190407,406580.0,163003.0,215270.0,72153.0
97,20190408,489259.0,236579.0,414311.0,126055.0
98,20190409,471204.0,228738.0,418898.0,125894.0
99,20190410,472442.0,225752.0,417172.0,124951.0
100,20190411,498850.0,245747.0,423806.0,127866.0
101,20190412,537477.0,255091.0,434138.0,128337.0
102,20190413,514901.0,219302.0,303292.0,96876.0
103,20190414,300844.0,140370.0,190342.0,62454.0
104,20190415,480081.0,235431.0,413770.0,125224.0
105,20190416,482179.0,237972.0,419867.0,127376.0
106,20190417,484653.0,239974.0,421770.0,126383.0
107,20190418,475798.0,232421.0,414067.0,125250.0
108,20190419,503252.0,247184.0,424114.0,126395.0
109,20190420,466507.0,213577.0,285479.0,93939.0
110,20190421,324700.0,154648.0,194758.0,67451.0
111,20190422,470384.0,234630.0,408686.0,124647.0
112,20190423,460626.0,231039.0,414143.0,124941.0
113,20190424,475217.0,235775.0,420072.0,126636.0
114,20190425,474653.0,230739.0,420904.0,124576.0
115,20190426,520595.0,244501.0,429114.0,125874.0
116,20190427,508947.0,224071.0,307344.0,97728.0
117,20190428,357599.0,160672.0,206712.0,68323.0
118,20190429,487748.0,238209.0,418899.0,125030.0
119,20190430,514298.0,246608.0,438132.0,129793.0
120,20190501,446884.0,208030.0,301443.0,93122.0
121,20190502,516124.0,242964.0,430549.0,127367.0
122,20190503,564924.0,256737.0,441948.0,128653.0
123,20190504,537465.0,221591.0,292743.0,93456.0
124,20190505,404504.0,162380.0,214057.0,71307.0
125,20190506,407683.0,173355.0,231188.0,75207.0
126,20190507,493700.0,236619.0,426663.0,128283.0
127,20190508,487169.0,236138.0,429407.0,128279.0
128,20190509,509810.0,239072.0,431478.0,127928.0
129,20190510,561512.0,250556.0,444306.0,130532.0
130,20190511,485468.0,218021.0,307600.0,96461.0
131,20190512,392844.0,163264.0,216075.0,71338.0
132,20190513,476336.0,231530.0,415061.0,124083.0
133,20190514,492741.0,237651.0,430489.0,127690.0
134,20190515,525879.0,241650.0,430512.0,127752.0
135,20190516,514447.0,237812.0,428697.0,126877.0
136,20190517,537763.0,248071.0,437121.0,129001.0
137,20190518,485463.0,212994.0,300699.0,94657.0
138,20190519,310751.0,138482.0,194789.0,63523.0
139,20190520,483647.0,235788.0,420232.0,125363.0
140,20190521,489012.0,236615.0,426271.0,128071.0
141,20190522,489440.0,236885.0,430023.0,128407.0
142,20190523,496189.0,238894.0,427036.0,129314.0
143,20190524,535611.0,248091.0,436951.0,135096.0
144,20190525,475443.0,212920.0,312111.0,107635.0
145,20190526,370271.0,158257.0,215115.0,80437.0
146,20190527,451197.0,212053.0,403643.0,119954.0
147,20190528,487959.0,239864.0,424921.0,128232.0
148,20190529,485384.0,238542.0,425808.0,126458.0
149,20190530,486247.0,237105.0,425138.0,126005.0
150,20190531,521398.0,251201.0,433557.0,127283.0
151,20190601,464232.0,215357.0,294917.0,93461.0
152,20190602,342799.0,157034.0,203205.0,68745.0
153,20190603,469133.0,231171.0,413827.0,124375.0
154,20190604,480402.0,231990.0,421473.0,125698.0
155,20190605,513249.0,242549.0,435146.0,127976.0
156,20190606,345288.0,169530.0,228229.0,72017.0
157,20190607,456483.0,222048.0,380427.0,114376.0
158,20190608,428709.0,206021.0,275321.0,91015.0
159,20190609,308484.0,145526.0,190418.0,62876.0
160,20190610,460347.0,225984.0,401764.0,118712.0
161,20190611,472470.0,232475.0,414349.0,125797.0
162,20190612,478122.0,232522.0,419842.0,124957.0
163,20190613,479010.0,234332.0,418451.0,126138.0
164,20190614,502513.0,244668.0,421035.0,125298.0
165,20190615,449129.0,210353.0,283703.0,93767.0
166,20190616,317884.0,151449.0,202447.0,66168.0
167,20190617,464684.0,227982.0,406229.0,122793.0
168,20190618,459299.0,224536.0,409762.0,121730.0
169,20190619,468666.0,230180.0,415952.0,122523.0
170,20190620,490611.0,238470.0,422546.0,124965.0
171,20190621,511041.0,244350.0,426258.0,123700.0
172,20190622,458610.0,212186.0,307251.0,92410.0
173,20190623,342697.0,154479.0,206475.0,66331.0
174,20190624,466080.0,228265.0,397214.0,117777.0
175,20190625,470813.0,231975.0,406150.0,119367.0
176,20190626,465133.0,234126.0,406021.0,118729.0
177,20190627,458911.0,229489.0,401493.0,118364.0
178,20190628,492391.0,243697.0,414665.0,120227.0
179,20190629,401146.0,197578.0,276803.0,85704.0
180,20190630,320035.0,149252.0,203333.0,64540.0
181,20190701,453795.0,225783.0,391977.0,116182.0
182,20190702,460339.0,228629.0,405126.0,117593.0
183,20190703,461725.0,229469.0,408257.0,119170.0
184,20190704,469122.0,228785.0,406813.0,118762.0
185,20190705,497691.0,238624.0,415483.0,120596.0
186,20190706,427577.0,195109.0,271516.0,85524.0
187,20190707,319342.0,148505.0,195404.0,64224.0
188,20190708,452429.0,225293.0,388637.0,116417.0
189,20190709,465124.0,229634.0,404135.0,118671.0
190,20190710,456440.0,230894.0,405118.0,117752.0
191,20190711,455897.0,230839.0,400545.0,116318.0
192,20190712,502170.0,244536.0,415898.0,121331.0
193,20190713,421992.0,201360.0,270978.0,87725.0
194,20190714,323911.0,149866.0,197358.0,64698.0
195,20190715,437416.0,217173.0,382890.0,112997.0
196,20190716,454512.0,224503.0,396652.0,116755.0
197,20190717,460043.0,228014.0,400569.0,117667.0
198,20190718,461079.0,229807.0,398915.0,116998.0
199,20190719,495159.0,239843.0,413459.0,120249.0
200,20190720,410912.0,190646.0,262674.0,82750.0
201,20190721,298913.0,139946.0,188664.0,60554.0
202,20190722,448329.0,223109.0,387284.0,114980.0
203,20190723,445969.0,220159.0,391371.0,114381.0
204,20190724,442088.0,218859.0,388059.0,113303.0
205,20190725,440021.0,217163.0,383661.0,111855.0
206,20190726,445747.0,209123.0,374786.0,109296.0
207,20190727,377666.0,189657.0,253171.0,80479.0
208,20190728,272478.0,124972.0,165499.0,55188.0
209,20190729,439481.0,220769.0,366888.0,109773.0
210,20190730,439172.0,216945.0,370549.0,110212.0
211,20190731,421484.0,203136.0,356564.0,103934.0
212,20190801,441376.0,213181.0,358976.0,106487.0
213,20190802,462981.0,221076.0,360127.0,106376.0
214,20190803,360984.0,177215.0,232459.0,74635.0
215,20190804,283401.0,138130.0,178092.0,57394.0
216,20190805,422866.0,200454.0,351178.0,105196.0
217,20190806,430997.0,206169.0,359850.0,107356.0
218,20190807,429493.0,207910.0,365205.0,107789.0
219,20190808,444822.0,215355.0,373051.0,110988.0
220,20190809,477505.0,225410.0,380719.0,113527.0
221,20190810,380142.0,183547.0,248171.0,80696.0
222,20190811,295443.0,141209.0,179221.0,60078.0
223,20190812,413004.0,201289.0,356112.0,106458.0
224,20190813,440914.0,218138.0,379752.0,112358.0
225,20190814,464159.0,220883.0,387147.0,113253.0
226,20190815,289710.0,149619.0,200564.0,63260.0
227,20190816,443095.0,220829.0,358194.0,107270.0
228,20190817,380172.0,190999.0,245385.0,80201.0
229,20190818,313842.0,147158.0,188771.0,62035.0
230,20190819,444984.0,222476.0,376820.0,112528.0
231,20190820,453753.0,225914.0,387139.0,116230.0
232,20190821,449618.0,228353.0,396191.0,115275.0
233,20190822,460543.0,227257.0,389454.0,115739.0
234,20190823,495126.0,243387.0,404566.0,118578.0
235,20190824,436269.0,206879.0,280161.0,87790.0
236,20190825,324366.0,151467.0,191047.0,64406.0
237,20190826,450356.0,229184.0,383536.0,119876.0
238,20190827,448249.0,231156.0,390400.0,119666.0
239,20190828,462322.0,235214.0,398488.0,120715.0
240,20190829,443782.0,224520.0,385851.0,117535.0
241,20190830,498834.0,249096.0,416119.0,122377.0
242,20190831,448141.0,211498.0,280123.0,89425.0
243,20190901,335628.0,156321.0,198901.0,64779.0
244,20190902,470840.0,238436.0,407894.0,121497.0
245,20190903,470793.0,246252.0,420194.0,124541.0
246,20190904,457349.0,225002.0,414697.0,120694.0
247,20190905,456268.0,229252.0,411682.0,119810.0
248,20190906,497638.0,254802.0,426136.0,123389.0
249,20190907,275549.0,147004.0,198996.0,66853.0
250,20190908,309434.0,166483.0,195209.0,63721.0
251,20190909,467622.0,253165.0,416033.0,123470.0
252,20190910,461606.0,238664.0,421408.0,121372.0
253,20190911,510547.0,258353.0,407652.0,121465.0
254,20190912,244034.0,126686.0,139164.0,50267.0
255,20190913,218875.0,95110.0,122102.0,48944.0
256,20190914,277282.0,123833.0,154480.0,54843.0
257,20190915,311976.0,136225.0,176599.0,60401.0
258,20190916,463765.0,220180.0,396723.0,120119.0
259,20190917,477860.0,229696.0,421168.0,124914.0
260,20190918,483037.0,233369.0,424187.0,125177.0
261,20190919,489048.0,234609.0,429195.0,124257.0
262,20190920,525108.0,246692.0,436565.0,125631.0
263,20190921,456531.0,211771.0,304397.0,92595.0
264,20190922,290644.0,136829.0,181396.0,60086.0
265,20190923,475713.0,230954.0,415385.0,123715.0
266,20190924,482012.0,233824.0,428577.0,125011.0
267,20190925,486102.0,237998.0,436711.0,125155.0
268,20190926,487252.0,238493.0,434444.0,125094.0
269,20190927,518939.0,248451.0,442379.0,125955.0
270,20190928,482560.0,214186.0,308000.0,96262.0
271,20190929,351560.0,157603.0,207796.0,67788.0
272,20190930,470939.0,231979.0,413072.0,123884.0
273,20191001,471912.0,233582.0,420709.0,124252.0
274,20191002,486806.0,229496.0,430427.0,123879.0
275,20191003,345134.0,181295.0,239525.0,71745.0
276,20191004,512793.0,237658.0,404353.0,120598.0
277,20191005,455600.0,213056.0,296653.0,93647.0
278,20191006,344480.0,158325.0,203068.0,68294.0
279,20191007,443193.0,209546.0,390841.0,118765.0
280,20191008,500236.0,242889.0,432489.0,126485.0
281,20191009,376192.0,189774.0,245805.0,76817.0
282,20191010,472589.0,234554.0,415236.0,123571.0
283,20191011,512705.0,243484.0,428699.0,125262.0
284,20191012,463291.0,204557.0,308591.0,94785.0
285,20191013,349914.0,152358.0,212143.0,69215.0
286,20191014,470169.0,229444.0,409114.0,123845.0
287,20191015,471319.0,234346.0,420063.0,126175.0
288,20191016,464516.0,233077.0,416664.0,122814.0
289,20191017,475231.0,235385.0,416501.0,123641.0
290,20191018,505619.0,243263.0,423952.0,124474.0
291,20191019,470384.0,217096.0,299337.0,97565.0
292,20191020,342852.0,159273.0,206823.0,69044.0
293,20191021,457499.0,231479.0,405713.0,122967.0
294,20191022,461630.0,233106.0,416123.0,123899.0
295,20191023,462971.0,234458.0,416182.0,123366.0
296,20191024,481251.0,234887.0,419669.0,122792.0
297,20191025,527894.0,253716.0,434250.0,125042.0
298,20191026,489932.0,222779.0,310243.0,97511.0
299,20191027,365255.0,164495.0,217051.0,71012.0
300,20191028,470771.0,235625.0,414707.0,123709.0
301,20191029,471375.0,235565.0,421500.0,124634.0
302,20191030,475768.0,240308.0,424287.0,124545.0
303,20191031,479557.0,240001.0,423488.0,123640.0
304,20191101,512817.0,246806.0,428222.0,122728.0
305,20191102,447290.0,213632.0,300112.0,92517.0
306,20191103,353592.0,160397.0,209104.0,68457.0
307,20191104,469335.0,234382.0,413473.0,123397.0
308,20191105,471870.0,237306.0,422896.0,125595.0
309,20191106,476831.0,236190.0,427864.0,124515.0
310,20191107,480001.0,239187.0,427208.0,124351.0
311,20191108,511707.0,245558.0,433459.0,125136.0
312,20191109,453424.0,212172.0,298472.0,92717.0
313,20191110,333624.0,158118.0,202574.0,66691.0
314,20191111,461251.0,227814.0,407760.0,122481.0
315,20191112,464284.0,236011.0,418100.0,124028.0
316,20191113,463945.0,223018.0,417451.0,121105.0
317,20191114,473579.0,226956.0,415715.0,121069.0
318,20191115,496299.0,229693.0,415480.0,121088.0
319,20191116,468573.0,208311.0,293971.0,91416.0
320,20191117,301726.0,132928.0,188856.0,61203.0
321,20191118,462773.0,227975.0,411548.0,121972.0
322,20191119,462038.0,226030.0,416997.0,123620.0
323,20191120,469556.0,226078.0,417839.0,122911.0
324,20191121,477758.0,229998.0,422992.0,122859.0
325,20191122,509167.0,237481.0,430075.0,123669.0
326,20191123,457777.0,199833.0,316661.0,91896.0
327,20191124,330046.0,138723.0,240440.0,65997.0
328,20191125,463044.0,221975.0,410221.0,122889.0
329,20191126,472981.0,232353.0,421617.0,124782.0
330,20191127,477558.0,235866.0,427114.0,124774.0
331,20191128,477079.0,237228.0,426985.0,125455.0
332,20191129,505224.0,246890.0,437228.0,125691.0
333,20191130,434644.0,211643.0,295137.0,92654.0
334,20191201,295725.0,134864.0,194265.0,61568.0
335,20191202,457230.0,225616.0,407082.0,121150.0
336,20191203,457806.0,225349.0,416176.0,122364.0
337,20191204,468842.0,231705.0,421148.0,124064.0
338,20191205,471357.0,226311.0,419867.0,124636.0
339,20191206,487883.0,229816.0,419753.0,121236.0
340,20191207,417752.0,203301.0,295883.0,92536.0
341,20191208,305914.0,152026.0,203033.0,65454.0
342,20191209,457675.0,224493.0,404322.0,121919.0
343,20191210,466598.0,227089.0,415861.0,124164.0
344,20191211,475581.0,230077.0,423286.0,125230.0
345,20191212,486501.0,234709.0,424011.0,125168.0
346,20191213,509876.0,245144.0,432806.0,124726.0
347,20191214,450634.0,220210.0,300471.0,96935.0
348,20191215,327501.0,158138.0,203057.0,68410.0
349,20191216,475039.0,231803.0,407633.0,119860.0
350,20191217,465897.0,218712.0,414299.0,118285.0
351,20191218,484165.0,237285.0,426791.0,121182.0
352,20191219,489069.0,238073.0,429509.0,121887.0
353,20191220,533477.0,251280.0,443645.0,125959.0
354,20191221,458920.0,214359.0,306013.0,96278.0
355,20191222,341828.0,160255.0,205466.0,69258.0
356,20191223,472976.0,229547.0,406460.0,120187.0
357,20191224,521610.0,241963.0,423374.0,122738.0
358,20191225,349509.0,165773.0,218810.0,70604.0
359,20191226,464441.0,231276.0,402656.0,119040.0
360,20191227,495249.0,247202.0,416840.0,121019.0
361,20191228,412166.0,211904.0,271997.0,89344.0
362,20191229,308215.0,150959.0,193158.0,64373.0
363,20191230,460799.0,228603.0,387941.0,115115.0
364,20191231,461446.0,215212.0,365736.0,110162.0
